sample_date,sample_time,sampling_site,air_temperature,weather,wind_direction,wind_speed,barometeric_pressure,water_temperature,ph,dissolved_oxygen,conductivity,total_dissolved_solids,salt_ppt,aphanizomenon,dolichospermum,microcystis,planktothrix,raphidiopsis,woronichinia,general_comments,secchi
2023-07-14,10:10:00,Site #3 - Lacamas Shores Boat Launch,26.3,Sunny,N,0-5,764.8,23.8,9,9.03,114,54,,No,No,No,No,No,,,
2023-07-14,10:20:00,Site #4 - Round Lake,25.1,Sunny,NE,0-5,761.06,24.9,8.3,8.17,132,66,,No,No,No,No,No,,,
2023-07-20,15:25:00,Site #2 - Heritage Boat Launch,27.2,Sunny,S,0-5,759,26.2,8.8,9,114,57,,No,Yes,No,No,No,,Secchi 170 cm,
2023-07-20,11:00:00,Site #3 - Lacamas Shores Boat Launch,26.5,Sunny,W,0-5,761,24,7.9,8.2,116.5,58,,No,No,No,No,No,,Secchi 3 ft,
2023-07-20,12:30:00,Site #5 - Fallen Leaf Lake,25.2,Sunny,NW,0-5,767.6,25.9,8.15,7.02,90.7,45.2,0.04,No,Yes,Yes,No,No,,,
2024-05-09,11:45:00,Site #1 - East Boat Launch,17.8,Sunny,NE,0-5,768,13.9,7.4,9.9,70,35,0.04,No,No,No,No,No,No,Trawl had Dinoflagelites,
2023-07-21,7:45:00,Site #4 - Round Lake,17.6,Sunny,NE,0-5,759.9,25.1,8.16,7.7,114.6,57.4,,No,No,No,No,No,,,
2024-05-02,11:35:00,Site #1 - East Boat Launch,13.3,Mostly Cloudy,NE,0-5,757.4,14.8,7.28,11.4,88,43.7,0.05,No,No,No,No,No,No,Water level higher. Dinoflag in trawl,
2023-07-27,15:05:00,Site #2 - Heritage Boat Launch,25,Sunny,W,0-5,759,25.2,8.8,9.4,119,59,,No,Yes,No,No,No,,Secchi 17 cm,
2023-07-27,13:12:00,Site #4 - Round Lake,25.1,Sunny,NE,0-5,759.5,25.2,7.1,8,135,67,,No,No,No,No,No,,,
2023-07-27,13:20:00,Site #5 - Fallen Leaf Lake,23,Sunny,N,0-5,763.78,25.7,8.06,9.2,91.7,45.9,0.04,No,Yes,Yes,No,No,,,
2023-07-28,9:30:00,Site #3 - Lacamas Shores Boat Launch,19.8,Cloudy,NW,0-5,760,23.2,8,8.6,102,51,0.05,No,No,No,No,No,,,
2023-08-03,14:46:00,Site #2 - Heritage Boat Launch,26.1,Sunny,E,0-5,759,25.3,8.8,9.4,120,60.1,,No,Yes,No,No,No,,Secchi 130 m,
2023-08-03,9:30:00,Site #3 - Lacamas Shores Boat Launch,31,Partly Cloudy,W,0-5,760.6,23.9,9,7.1,144,71,,Yes,Yes,No,No,No,,,
2023-08-03,12:00:00,Site #4 - Round Lake,26.11,Sunny,NW,0-5,758.8,25.1,9,8,114,55,,No,Yes,No,No,No,,,
2023-08-03,14:20:00,Site #5 - Fallen Leaf Lake,26.8,Sunny,S,0-5,,26.8,8.68,8.9,,,0.04,No,No,No,No,No,,,
2024-04-25,11:45:00,Site #1 - East Boat Launch,11.2,Rain,SE,0-5,757.2,13.5,8.2,9.8,86.8,44.6,0.04,No,No,No,No,No,No,Raining hard.,
2024-04-18,11:30:00,Site #1 - East Boat Launch,14,Sunny,E,0-5,767,13.5,7.5,10.8,87,43,0.03,No,No,No,No,No,No,Murky water,
2023-08-10,14:46:00,Site #2 - Heritage Boat Launch,24.4,Sunny,NW,0-5,758,24.6,8.7,9.2,120,60,,No,Yes,No,No,No,,Secchi 130 cm,
2023-08-10,11:06:00,Site #3 - Lacamas Shores Boat Launch,23.1,Partly Cloudy,NW,0-5,759.6,24,8.8,7.6,120,60,0.025,No,Yes,No,No,No,,,
2023-08-10,14:00:00,Site #5 - Fallen Leaf Lake,24,Sunny,NW,0-5,766.04,26.8,8.64,8.4,94.3,46.9,0.04,No,Yes,No,No,No,,,
2023-08-16,12:40:00,Site #5 - Fallen Leaf Lake,30.5,Partly Cloudy,No wind,0-5,757.07,27.6,8.64,,93.6,46.9,0.05,No,Yes,No,No,No,,,
2024-04-12,12:30:00,Site #1 - East Boat Launch,12.8,Partly Cloudy,W,0-5,755,14.3,7.5,12.6,83,41.5,0.04,No,No,No,No,No,No,No comments,
2023-08-17,15:23:00,Site #2 - Heritage Boat Launch,30.6,Partly Cloudy,E,0-5,758.8,27,8.6,9.9,126,63,,No,Yes,No,No,No,,Secchi disk 130 cm,
2023-08-17,10:00:00,Site #3 - Lacamas Shores Boat Launch,22.2,Cloudy,W,0-5,753.8,26.1,8.2,8.9,136,68,,No,Yes,No,No,No,,Secchi disk 1.37,
2024-04-05,12:00:00,Site #1 - East Boat Launch,7.8,Cloudy,E,0-5,758,11.9,8.2,9.8,85.2,42.6,0.03,No,No,No,No,No,No,No comments,
2023-08-24,15:03:00,Site #2 - Heritage Boat Launch,31.1,Sunny,E,0-5,755,28.1,8.4,10.1,122,61,,No,Yes,No,No,No,,,
2023-08-24,12:00:00,Site #3 - Lacamas Shores Boat Launch,25.1,Sunny,NW,0-5,761,23.3,8.4,7.9,112,61,0.08,Yes,Yes,No,No,No,,,
2023-08-24,13:15:00,Site #5 - Fallen Leaf Lake,24.3,Sunny,N,0-5,757,25,8.45,7.8,98,33,,No,Yes,No,No,No,,,
2023-08-25,11:30:00,Site #4 - Round Lake,30,Sunny,W,0-5,759,23,8.6,8.7,127,63,,Yes,Yes,,Yes,No,,,
2023-08-31,13:12:00,Site #2 - Heritage Boat Launch,17.2,Rain,E,0-5,754,22.1,8.6,9.5,127,64,,No,Yes,No,No,No,,,
2024-03-28,13:30:00,Site #1 - East Boat Launch,10,Partly Cloudy,E,0-5,758,13.5,7,10.8,83.1,41.6,0.03,No,No,No,No,No,No,No comments,
2023-09-01,12:15:00,Site #3 - Lacamas Shores Boat Launch,22.7,Partly Cloudy,E,0-5,753.1,22.7,8.33,9,118.11,64.2,0.06,Yes,Yes,,No,No,,,
2023-09-01,11:30:00,Site #4 - Round Lake,23,Partly Cloudy,NE,0-5,753.2,22.5,8.3,8.3,120.6,60.5,0.05,No,Yes,No,No,No,,,
2023-09-01,11:30:00,Site #5 - Fallen Leaf Lake,23,Partly Cloudy,NW,0-5,753,22.6,8,8,92.7,48.3,0.04,No,Yes,No,No,No,,,
2023-09-06,11:00:00,Site #3 - Lacamas Shores Boat Launch,28.1,Sunny,W,0-5,757.8,21.3,7.94,7.5,116.3,64.9,0.05,No,Yes,No,No,No,,,
2024-03-21,13:30:00,Site #1 - East Boat Launch,11.2,Cloudy,No wind,0-5,763,12.9,7.89,11.1,77.9,38.9,0.03,No,No,No,No,No,No,Water level low area to the east is muddy sediments,
2023-09-07,14:50:00,Site #2 - Heritage Boat Launch,21.1,Partly Cloudy,N,0-5,758,24.1,8.15,10.1,129,64.4,,Yes,Yes,No,No,No,,,
2023-09-07,10:00:00,Site #4 - Round Lake,22.9,Sunny,NW,0-5,754,22.9,8.2,7.8,118,64.2,,No,Yes,No,No,No,,,
2023-09-07,13:08:00,Site #5 - Fallen Leaf Lake,20,Sunny,No wind,0-5,763,21.9,7.8,7.6,95.6,47.4,,No,Yes,No,No,No,,,
2024-03-14,13:30:00,Site #1 - East Boat Launch,12.2,Sunny,W,0-5,772,9.7,7.7,9.5,74.7,37.4,0.03,No,No,No,No,No,No,Water lower. Mud flats appearing.,
2023-09-14,12:36:00,Site #2 - Heritage Boat Launch,23.5,Sunny,W,0-5,759,23.1,8.5,10,132,66,,No,Yes,No,No,No,,,
2023-09-14,14:40:00,Site #3 - Lacamas Shores Boat Launch,24.2,Sunny,W,0-5,758,22.5,8.3,9.8,131.5,65,,No,Yes,No,No,No,,,
2023-09-14,15:15:00,Site #4 - Round Lake,24.4,Sunny,W,0-5,768,24.1,8.1,8.2,130,65,0.06,Yes,Yes,No,No,No,,,
2023-09-14,13:10:00,Site #5 - Fallen Leaf Lake,24,Sunny,W,0-5,764.5,24,8.8,10.9,93.6,47.8,,Yes,Yes,No,Yes,No,,,
2023-09-20,12:20:00,Site #3 - Lacamas Shores Boat Launch,19,Sunny,W,0-5,758.2,20,6.9,5.3,144,71,,No,Yes,No,No,No,,,
2023-09-20,14:30:00,Site #4 - Round Lake,19,Partly Cloudy,W,0-5,579.3,19.8,7.7,6.3,100,49,,No,Yes,No,No,No,,,
2024-03-08,12:30:00,Site #1 - East Boat Launch,12.2,Sunny,NE,0-5,766,6.9,7.8,8.7,70.2,35,0.03,No,No,No,No,No,No,Water level lower,
2023-09-21,13:19:00,Site #5 - Fallen Leaf Lake,18,Sunny,W,0-5,763.8,21.9,8.42,8.46,94,34,0.05,No,Yes,Yes,Yes,No,,,
2023-09-22,14:40:00,Site #2 - Heritage Boat Launch,22.4,Sunny,W,0-5,758,23.2,8.8,10.1,130,67,,Yes,Yes,No,No,No,,,
2024-02-29,12:30:00,Site #1 - East Boat Launch,5,Cloudy,E,0-5,752,7.4,8,8.7,72.9,36.5,0.02,No,No,No,No,No,No,White strings of scum on shoreline.,
2023-09-28,14:08:00,Site #2 - Heritage Boat Launch,17.1,Partly Cloudy,E,0-5,759,17.8,7.45,8.8,139,69.6,,No,Yes,No,No,No,,,
2023-09-28,11:30:00,Site #3 - Lacamas Shores Boat Launch,16.4,Partly Cloudy,SE,0-5,764.4,19.7,8.6,11.1,118,59,,No,Yes,No,No,No,,Phosphate 3,
2023-09-28,10:45:00,Site #4 - Round Lake,17.3,Partly Cloudy,No wind,0-5,764.8,17.8,8.3,4.36,116,58,,No,Yes,No,No,No,,,
2023-09-28,12:04:00,Site #5 - Fallen Leaf Lake,15,Partly Cloudy,SE,0-5,764.8,19.9,8.02,6.3,96.2,48,0.04,No,Yes,No,No,No,,,
2024-02-22,13:30:00,Site #1 - East Boat Launch,12.2,Partly Cloudy,SE,0-5,770,9.5,7.4,9.9,73.9,37,0.04,No,No,No,No,No,No,No comments,
2023-10-05,13:18:00,Site #2 - Heritage Boat Launch,18.3,Sunny,NW,0-5,764,17.8,7.42,6.5,137.9,69,,Yes,Yes,No,No,No,,,
2023-10-05,12:50:00,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,,
2023-10-05,12:10:00,Site #4 - Round Lake,21.5,Sunny,NW,0-5,764.2,16.7,7.8,6.5,135.1,67.4,0.06,No,Yes,Yes,Yes,No,,,
2023-10-05,12:10:00,Site #5 - Fallen Leaf Lake,18,Sunny,NE,0-5,770.8,18.7,7.8,6.5,93.5,46.8,0.04,No,Yes,No,No,No,,,
2024-02-15,12:30:00,Site #1 - East Boat Launch,3.9,Rain,E,0-5,762,6.7,7.38,10.7,76,38,0.04,No,No,No,No,No,No,Wind gust between 5-1,
2023-10-12,13:53:00,Site #2 - Heritage Boat Launch,17.2,Partly Cloudy,S,0-5,758,18.4,7.21,5.1,137.5,68.7,0.05,No,Yes,No,No,No,,,
2023-10-12,12:01:00,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,,
2023-10-12,12:01:00,Site #4 - Round Lake,18.1,Sunny,No wind,0-5,762.9,17.1,8.27,6,135,67.6,0.06,No,Yes,No,No,No,,,
2023-10-12,14:00:00,Site #5 - Fallen Leaf Lake,22,Sunny,No wind,0-5,761.87,18.2,7.71,7.9,94.7,47.4,0.04,No,Yes,No,No,No,,,
2023-10-19,13:30:00,Site #3 - Lacamas Shores Boat Launch,19.7,Sunny,NW,0-5,763.4,21.3,8.4,11.9,122.2,60.9,0.06,No,Yes,No,No,No,,,
2026-04-02,15:00:00,Site #3 - Lacamas Shores Boat Launch,12.7,Partly Cloudy,W,0-5,760.2,11.6,7.5,9.8,72.1,37.4,0.03,No,No,No,No,No,No,Secchi 2 1/2 ft @ bottom,
2026-04-02,11:00:00,Site #4 - Round Lake,7,Cloudy,W,0-5,758.9,9.7,5.8,8.1,73.4,26.6,0.02,No,No,No,No,No,No,pH reading seems low,
2024-02-08,13:00:00,Site #1 - East Boat Launch,7.2,Partly Cloudy,No wind,0-5,762,8.9,7.78,8.4,70,35.5,0.04,No,No,No,No,No,No,No comments,
2026-04-09,10:45:00,Site #4 - Round Lake,15.5,Sunny,SE,0-5,756.2,14.7,7.2,9.6,80,40.4,0.03,No,No,No,No,No,No,Other zooplnk,
2024-02-01,13:00:00,Site #1 - East Boat Launch,12.2,Partly Cloudy,E,0-5,749,9.3,7.48,8.7,67,33.3,0.03,No,No,No,No,No,No,Water murky,
2026-04-16,15:36:00,Site #2 - Heritage Boat Launch,12.2,Partly Cloudy,N,0-5,766,13.2,8.13,10.3,85.8,42.9,0.03,No,No,No,No,No,No,"Secchi 110cm. Trawl with Fragi, Asterionette, Eduuia Pennate",
2026-04-16,11:10:00,Site #4 - Round Lake,16.6,Cloudy,W,0-5,764,11.5,7.4,8.7,85.2,42.7,0.03,No,No,No,No,No,No,Ciliates. Trawl with Microsystis,
2026-04-16,12:02:00,Site #5 - Fallen Leaf Lake,12.7,Partly Cloudy,No Wind,0-5,771.1,12.9,6.8,8.2,79.1,36.6,0.03,No,No,No,No,No,No,Diatoms & Dinoflag in trawl,
2026-04-23,11:55:00,Site #2 - Heritage Boat Launch,12.2,Cloudy,S,0-5,764,12.9,8,9.2,82.5,41.2,0.03,No,No,No,No,No,No,"secchi 130 cm, Centric Diatom noted.",
2026-04-23,11:05:00,Site #4 - Round Lake,12.5,Cloudy,S,0-5,763.3,12.2,7.36,8.4,82.1,41.1,0.04,No,No,No,No,No,No,Early Ciliates & other Zooplank,
2026-04-30,12:12:00,Site #2 - Heritage Boat Launch,15.7,Partly Cloudy,SE,0-5,759,15.7,8.76,11.6,83.6,41.7,0.03,No,No,No,No,No,No,Centric & Pennate. Trawl had 7 others,
2026-04-30,11:00:00,Site #4 - Round Lake,17.7,Partly Cloudy,S,0-5,758.2,15.6,7.38,10.2,83.7,41.8,0.03,No,No,No,No,No,No,Other Cyanos & ciliates Water level high,
2026-06-04,11:35:00,Site #2 - Heritage Boat Launch,18.9,Partly Cloudy,N,0-5,763,20.2,8.82,10.2,100.6,50.3,0.04,No,No,No,No,No,No,Secchi at 120cm. Diatoms & Dinoflg in trawl.,
2026-06-04,10:55:00,Site #4 - Round Lake,23,Partly Cloudy,W,0-5,762,21.2,7.14,8.23,99.3,49.7,0.05,No,Yes,No,No,No,No,Others Cyanos in trawl,
2026-06-04,12:01:00,Site #5 - Fallen Leaf Lake,19.9,Partly Cloudy,N,0-5,768.1,20.9,6.43,8.4,79.7,40,0.04,No,No,No,No,No,No,Dolicospermum in trawl,
2026-06-11,11:00:00,Site #4 - Round Lake,20.7,Sunny,No wind,0-5,760,19.8,7.29,8.6,101.1,50.6,0.04,No,No,No,No,No,No,No targets,
2023-10-19,13:00:00,Site #4 - Round Lake,18.1,Sunny,SW,0-5,764.1,16.4,8.31,6,133,66.5,0.06,No,Yes,No,No,No,,,
2023-10-19,12:31:00,Site #5 - Fallen Leaf Lake,22.4,Sunny,SE,0-5,764.5,17.8,8.09,7.7,92.1,46.4,0.04,No,No,Yes,No,No,,,
2024-01-11,11:45:00,Site #1 - East Boat Launch,4.4,Rain,SW,0-5,761.9,6.4,8.4,8.7,69.7,35,0.02,No,No,No,No,No,No,Water level high.,
2023-10-26,13:44:00,Site #2 - Heritage Boat Launch,8.9,Partly Cloudy,E,0-5,767,13.4,7.2,4.6,139.7,69.9,0.06,No,Yes,No,No,No,,,
2023-10-26,11:00:00,Site #3 - Lacamas Shores Boat Launch,11.3,Cloudy,NW,0-5,764.3,13.2,7.68,6.8,130.2,62.8,0.06,No,Yes,Yes,No,No,,,
2023-10-26,10:30:00,Site #4 - Round Lake,12.1,Cloudy,No wind,0-5,764,12.1,7.65,8.9,135.2,67.9,0.06,No,Yes,No,No,No,,,
2023-10-26,14:37:00,Site #5 - Fallen Leaf Lake,9,Sunny,No wind,0-5,769,14.7,8.49,6.4,95.8,47.9,,No,Yes,Yes,No,No,,,
2023-12-14,13:00:00,Site #1 - East Boat Launch,7.8,Mostly Cloudy,E,0-5,766,9,7.5,9.7,73,37,0.03,No,No,No,No,No,,,
2023-11-02,13:35:00,Site #2 - Heritage Boat Launch,17.2,Mostly Cloudy,N,0-5,758,13.2,7.48,6.9,132.8,66.4,0.05,No,Yes,No,No,No,,,
2023-11-02,11:00:00,Site #3 - Lacamas Shores Boat Launch,11.8,Cloudy,No wind,0-5,756.7,12.5,7.72,8.8,133.9,67.1,0.06,No,Yes,No,No,No,,,
2023-11-02,10:30:00,Site #4 - Round Lake,11.2,Cloudy,No wind,0-5,756.7,12.5,7.72,8.8,133.9,67.1,0.06,No,Yes,No,No,No,,,
2023-11-02,12:01:00,Site #5 - Fallen Leaf Lake,15,Mostly Cloudy,SE,0-5,761.5,11.9,8.01,8.04,94.4,48.9,0.04,No,No,No,No,No,,,
2023-12-07,13:00:00,Site #1 - East Boat Launch,8.3,Rain,W,0-5,760,9.7,7.5,7.9,118,70,0.04,No,No,No,No,No,,,
2023-11-09,14:51:00,Site #2 - Heritage Boat Launch,10,Cloudy,E,0-5,760.5,11.7,7.4,6.7,120.2,60.1,0.05,No,No,No,No,No,,,
2023-11-09,12:30:00,Site #3 - Lacamas Shores Boat Launch,11.9,Mostly Cloudy,E,0-5,760.9,11.4,7.24,11.7,111.6,55.8,0.04,No,No,No,No,No,,,
2023-11-09,11:56:00,Site #4 - Round Lake,12.9,Mostly Cloudy,SE,0-5,761.3,12.2,7.3,9.8,118.5,59.3,0.05,No,No,No,No,No,,,
2023-11-09,13:45:00,Site #5 - Fallen Leaf Lake,10,Cloudy,NE,0-5,763.7,13.2,8.4,7.2,120,71.5,0.04,No,yes,No,No,No,,,
2023-11-30,13:00:00,Site #1 - East Boat Launch,2.8,Cloudy,NE,0-5,758,4.5,8.2,8.6,118.3,59.2,0,No,No,No,No,No,,,
2023-11-16,13:23:00,Site #2 - Heritage Boat Launch,10.6,Cloudy,NW,0-5,759.7,11.4,7.07,9.2,115,57.8,0.05,No,No,No,No,No,,,
2023-11-16,12:20:00,Site #3 - Lacamas Shores Boat Launch,13.1,Partly Cloudy,W,0-5,759.8,11.1,6.82,7.8,110,64,0.05,No,No,No,No,No,,,
2023-11-16,13:10:00,Site #4 - Round Lake,12.9,Partly Cloudy,NW,0-5,759.6,10.6,7.05,9.8,109,56.9,0.04,No,No,No,No,No,,,
2023-11-16,12:30:00,Site #5 - Fallen Leaf Lake,10,Cloudy,NW,0-5,763.9,11.2,7.52,8.9,94.1,47,0.03,No,No,No,No,No,,,
2023-11-23,13:45:00,Site #2 - Heritage Boat Launch,9.9,Sunny,SE,0-5,765,10.6,7.29,7.8,113.5,56.7,0.04,No,No,No,No,No,,,
2023-11-23,14:15:00,Site #3 - Lacamas Shores Boat Launch,13.4,Mostly Cloudy,NW,0-5,766.1,10.9,7.27,8.9,106.4,52.6,0.05,No,No,No,No,No,,,
2023-11-23,13:30:00,Site #4 - Round Lake,13.1,Mostly Cloudy,NW,0-5,764.2,10.2,7.41,8.2,116.3,55.8,0.04,No,No,No,No,No,,,
2023-11-24,13:00:00,Site #1 - East Boat Launch,7,Sunny,W,0-5,770,10.2,7.82,8.1,109.5,54.8,0.05,No,No,No,No,No,,,
2023-11-24,12:04:00,Site #5 - Fallen Leaf Lake,5,Sunny,NW,0-5,775.87,10.8,8.02,8.3,96.5,48.1,0.03,No,No,No,No,No,,,
2023-11-16,11:50:00,Site #1 - East Boat Launch,13.5,Mostly Cloudy,W,0-5,763.6,12,8.41,7.4,112.6,56.3,0.05,No,No,No,No,No,,,
2023-11-30,10:19:00,Site #2 - Heritage Boat Launch,22,Rain,SE,0-5,756,7.19,7.3,8.3,114,57,0.04,No,No,No,No,No,,,
2023-12-01,14:25:00,Site #3 - Lacamas Shores Boat Launch,8.4,Rain,NW,0-5,752.2,10.6,8.3,9.9,112.4,74,0.04,No,No,No,No,No,,,
2023-12-01,13:45:00,Site #4 - Round Lake,8.6,Rain,No wind,0-5,754.7,11.1,8.13,9.8,116.3,76,0.04,No,No,No,No,No,,,
2023-11-09,11:20:00,Site #1 - East Boat Launch,14.2,Mostly Cloudy,SE,0-5,765.7,6.6,8.4,6.6,114.3,57.2,0.05,No,No,No,No,No,,,
2023-12-07,13:33:00,Site #2 - Heritage Boat Launch,7.2,Cloudy,E,0-5,758,11.1,7.24,8.9,76.1,38.1,0.03,No,No,No,No,No,,,
2023-12-07,12:15:00,Site #3 - Lacamas Shores Boat Launch,7.6,Rain,W,0-5,756.4,10,7.36,9.8,73.6,36.4,0.02,No,No,No,No,No,,,
2023-12-07,11:30:00,Site #4 - Round Lake,7.5,Cloudy,W,0-5,758.7,10.1,8.4,9.8,74.4,26,0.02,No,No,No,No,No,,,
2023-12-07,11:30:00,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,,
2023-12-13,14:23:00,Site #2 - Heritage Boat Launch,7.8,Partly Cloudy,S,0-5,760,9.7,7.39,9.1,68.5,34.2,0.02,No,No,No,No,No,,,
2023-11-02,13:30:00,Site #1 - East Boat Launch,17,Cloudy,SE,0-5,762,12.4,7.99,6.5,127.6,63.8,0.05,No,Yes,No,No,No,,,
2023-12-14,11:45:00,Site #3 - Lacamas Shores Boat Launch,11.7,Mostly Cloudy,SE,0-5,763,7.9,6.75,7.2,69,34.5,0.02,No,No,No,No,No,,,
2023-12-14,11:00:00,Site #4 - Round Lake,13.8,Cloudy,SE,0-5,763,7.7,6.94,7.1,67.9,34,0.03,No,No,No,No,No,,,
2023-12-14,11:50:00,Site #5 - Fallen Leaf Lake,8,Cloudy,NW,0-5,766.98,7.5,8.32,6.7,91.4,45.4,,No,No,No,No,No,,,
2024-01-04,11:30:00,Site #2 - Heritage Boat Launch,6.3,Rain,SE,0-5,769.2,6.6,7.2,9.6,81.2,40.6,0.04,No,No,No,No,No,Yes,1 in trawl. Secchi disk 157 cm,
2024-01-04,11:00:00,Site #4 - Round Lake,7.2,Rain,SE,0-5,769,6.3,7.25,9.2,81.4,40.7,0.04,No,No,No,Yes,No,Yes,One of each species. Water murky,
2023-10-26,14:30:00,Site #1 - East Boat Launch,9.6,Partly Cloudy,W,0-5,767,14.6,8.08,6.6,129.7,64.8,0.07,No,No,No,No,No,,,
2024-01-11,11:45:00,Site #3 - Lacamas Shores Boat Launch,3,Rain,NW,0-5,755.1,5.9,7.6,6.2,70,34.9,0.03,,No,No,No,No,No,Water level high. Secchi disk 128cm,
2024-01-11,11:15:00,Site #4 - Round Lake,4.4,Rain,SE,0-5,761.9,6.4,7.9,,75.4,37.6,0.02,No,No,No,No,No,Yes,Water level high.,
2024-01-11,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,Cant access the lake. Water level into pkg lot.,
2023-10-12,13:00:00,Site #1 - East Boat Launch,17.8,Partly Cloudy,SE,0-5,762,18.4,8.15,7.8,130,65.3,0.07,No,Yes,No,No,No,,,
2024-02-01,14:30:00,Site #2 - Heritage Boat Launch,12.8,Partly Cloudy,SW,0-5,745,8.8,7.3,,66.7,33.5,0.03,No,No,No,No,No,No,DO meter read error. Sechhi disk 80cm,
2024-02-01,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,Multi meter not working,
2024-02-01,10:30:00,Site #4 - Round Lake,10.4,Partly Cloudy,SE,0-5,750,9.5,9.1,9.2,70,35,,No,No,No,No,No,No,Phosphate test strip 5 PPM,
2024-02-01,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,Can’t acces lake.,
2023-10-05,12:30:00,Site #1 - East Boat Launch,20,Sunny,W,0-5,768,17.7,7.01,8.1,130.4,65.3,0.06,No,Yes,No,No,No,,,
2024-02-08,13:16:00,Site #2 - Heritage Boat Launch,7.8,Partly Cloudy,E,0-5,759,8.7,6.91,9.4,72,36.1,0.02,No,No,No,No,No,No,deteriorating Phylantothrix. Secchi 96cm,
2024-02-08,,Site #3 - Lacamas Shores Boat Launch,5,Partly Cloudy,W,0-5,763.2,8,7.83,8.7,76.7,38.3,0.02,No,No,No,No,No,No,Secchi disk 76.2 cm,
2024-02-08,11:10:00,Site #4 - Round Lake,6,Partly Cloudy,NW,0-5,758,7.9,7.75,9.3,71.3,35.7,0.04,No,No,No,No,No,No,Water murky,
2024-02-08,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,Cant access the lake.,
2023-09-28,,Site #1 - East Boat Launch,,,,,,,,,,,,,,,,,,,
2024-02-15,10:49:00,Site #2 - Heritage Boat Launch,4.4,Mostly Cloudy,N,0-5,759,6.9,7.2,10.1,77.6,38.7,0.03,No,No,No,No,No,No,Photo is Planktothrix from trawl. Secchi 80 cm,
2024-02-15,13:57:00,Site #3 - Lacamas Shores Boat Launch,7,Cloudy,NE,0-5,759.9,7.3,7.18,10.4,80.2,40.1,0.03,No,No,No,No,No,No,Secchi disk 60.96 cm,
2024-02-16,12:30:00,Site #4 - Round Lake,,Rain,SE,0-5,,,,,,,,No,No,No,No,No,No,Multi meter not working,
2024-02-16,12:15:00,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,No,,,Cant access the lake.,
2023-09-21,12:30:00,Site #1 - East Boat Launch,16.9,Partly Cloudy,NW,0-5,763.2,20.8,8.2,8.3,100,48,,No,Yes,No,No,No,,,
2024-02-22,13:46:00,Site #2 - Heritage Boat Launch,11.1,Partly Cloudy,NE,0-5,765.6,7.9,7.62,9.8,79.9,40,0.03,No,No,No,No,No,No,Secchi at 75 cm,
2024-02-22,11:40:00,Site #3 - Lacamas Shores Boat Launch,7.4,Sunny,No wind,0-5,765.5,7.4,7.56,9.8,82.7,41.2,0.04,No,No,No,No,No,No,Secchi disk at 76.2,
2024-02-23,13:15:00,Site #4 - Round Lake,11.3,Sunny,No wind,0-5,769.6,6.8,8.2,9.7,76.8,38.8,0.04,No,No,No,No,No,No,Water clear. Water level going down.,
2024-02-23,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,Cant access the lake.,
2023-09-14,12:15:00,Site #1 - East Boat Launch,23.3,Sunny,W,0-5,763,22.6,7.7,8.9,130,65,,No,Yes,No,No,No,,,
2024-02-29,11:50:00,Site #2 - Heritage Boat Launch,4.4,Cloudy,No wind,0-5,748,9.8,7.8,9.8,82.5,41.1,0.02,No,No,No,No,No,No,Photos of Planktothrix in trawl. Secchi 750 cm,
2024-02-29,14:45:00,Site #4 - Round Lake,9.8,Cloudy,SE,0-5,752.8,7.3,8.3,7.3,81.3,40.9,0.04,No,No,No,No,No,No,Gusts up to 8 mph,
2024-02-29,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,"Still cant access, water in parkinglot",
2024-03-02,12:20:00,Site #3 - Lacamas Shores Boat Launch,5.1,Cloudy,W,0-5,745.9,6.7,6.93,9.7,73.6,36.8,0.02,No,No,No,No,No,No,Sechhi disk 76.2 cm,
2024-03-07,16:40:00,Site #2 - Heritage Boat Launch,7.8,Sunny,S,0-5,769,8.4,7.8,10.2,71.2,35.7,0.02,No,No,No,No,No,No,Secchi 80cm,
2023-09-07,13:00:00,Site #1 - East Boat Launch,20,Partly Cloudy,No wind,0-5,759,22.7,8.3,5.16,125,59,,No,Yes,No,No,No,,,
2024-03-08,16:45:00,Site #4 - Round Lake,13.89,Sunny,NE,0-5,762.9,7.4,8.3,7.3,72.2,36.2,0.02,No,No,No,No,No,No,Water level lower and murky,
2024-03-08,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,"Still cant access, water in parkinglot",
2024-03-09,10:00:00,Site #3 - Lacamas Shores Boat Launch,9,Cloudy,NE,0-5,754,6.8,8.2,9.7,76.8,38.8,0.04,No,No,No,No,No,No,"Water shallow, 8 inches from dock.",
2023-09-01,13:00:00,Site #1 - East Boat Launch,22.8,Partly Cloudy,SE,,757.5,24.7,7.4,8.09,122,56,,Yes,Yes,Yes,No,No,,,
